discounttype,stor_id,lowqty,highqty,discount,stor_name,stor_address,city_x,state_x,zip_x,ord_num,ord_date,qty,payterms,title_id,title,type,pub_id,price,advance,royalty_x,ytd_sales,notes,pubdate,lorange,hirange,royalty_y,au_id,au_ord,royaltyper,au_lname,au_fname,phone,address,city_y,state_y,zip_y,contract,pub_name,city,state,country,pr_info,emp_id,fname,minit,lname,job_id,job_lvl,hire_date,job_desc,min_lvl,max_lvl
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,N914014,1994-09-14 00:00:00,25.0,Net 30,MC3021,The Gourmet Microwave,mod_cook,877.0,2.99,15000.0,24.0,22246.0,Traditional French gourmet recipes adapted for modern microwave cooking.,1991-06-18 00:00:00,8001.0,10000.0,20.0,899-46-2035,2.0,25.0,Ringer,Anne,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,N914014,1994-09-14 00:00:00,25.0,Net 30,MC3021,The Gourmet Microwave,mod_cook,877.0,2.99,15000.0,24.0,22246.0,Traditional French gourmet recipes adapted for modern microwave cooking.,1991-06-18 00:00:00,10001.0,12000.0,22.0,899-46-2035,2.0,25.0,Ringer,Anne,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,N914014,1994-09-14 00:00:00,25.0,Net 30,MC3021,The Gourmet Microwave,mod_cook,877.0,2.99,15000.0,24.0,22246.0,Traditional French gourmet recipes adapted for modern microwave cooking.,1991-06-18 00:00:00,12001.0,50000.0,24.0,899-46-2035,2.0,25.0,Ringer,Anne,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,P2121,1992-06-15 00:00:00,20.0,Net 30,TC7777,Sushi Anyone?,trad_cook,877.0,14.99,8000.0,10.0,4095.0,Detailed instructions on how to make authentic Japanese sushi in your spare time.,1991-06-12 00:00:00,0.0,5000.0,10.0,267-41-2394,2.0,30.0,O'Leary,Michael,408 286-2428,22 Cleveland Av. #14,San Jose,CA,95128.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,P2121,1992-06-15 00:00:00,20.0,Net 30,TC7777,Sushi Anyone?,trad_cook,877.0,14.99,8000.0,10.0,4095.0,Detailed instructions on how to make authentic Japanese sushi in your spare time.,1991-06-12 00:00:00,5001.0,15000.0,12.0,267-41-2394,2.0,30.0,O'Leary,Michael,408 286-2428,22 Cleveland Av. #14,San Jose,CA,95128.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,P2121,1992-06-15 00:00:00,20.0,Net 30,TC7777,Sushi Anyone?,trad_cook,877.0,14.99,8000.0,10.0,4095.0,Detailed instructions on how to make authentic Japanese sushi in your spare time.,1991-06-12 00:00:00,15001.0,50000.0,14.0,267-41-2394,2.0,30.0,O'Leary,Michael,408 286-2428,22 Cleveland Av. #14,San Jose,CA,95128.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,P3087a,1993-05-29 00:00:00,20.0,Net 60,PS1372,Computer Phobic AND Non-Phobic Individuals: Behavior Variations,psychology,877.0,21.59,7000.0,10.0,375.0,A must for the specialist this book examines the difference between those who hate and fear computers and those who don't.,1991-10-21 00:00:00,0.0,10000.0,10.0,724-80-9391,2.0,25.0,MacFeather,Stearns,415 354-7128,44 Upland Hts.,Oakland,CA,94612.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,P3087a,1993-05-29 00:00:00,20.0,Net 60,PS1372,Computer Phobic AND Non-Phobic Individuals: Behavior Variations,psychology,877.0,21.59,7000.0,10.0,375.0,A must for the specialist this book examines the difference between those who hate and fear computers and those who don't.,1991-10-21 00:00:00,10001.0,20000.0,12.0,724-80-9391,2.0,25.0,MacFeather,Stearns,415 354-7128,44 Upland Hts.,Oakland,CA,94612.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,P3087a,1993-05-29 00:00:00,20.0,Net 60,PS1372,Computer Phobic AND Non-Phobic Individuals: Behavior Variations,psychology,877.0,21.59,7000.0,10.0,375.0,A must for the specialist this book examines the difference between those who hate and fear computers and those who don't.,1991-10-21 00:00:00,20001.0,30000.0,14.0,724-80-9391,2.0,25.0,MacFeather,Stearns,415 354-7128,44 Upland Hts.,Oakland,CA,94612.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,P3087a,1993-05-29 00:00:00,20.0,Net 60,PS1372,Computer Phobic AND Non-Phobic Individuals: Behavior Variations,psychology,877.0,21.59,7000.0,10.0,375.0,A must for the specialist this book examines the difference between those who hate and fear computers and those who don't.,1991-10-21 00:00:00,30001.0,40000.0,16.0,724-80-9391,2.0,25.0,MacFeather,Stearns,415 354-7128,44 Upland Hts.,Oakland,CA,94612.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,P3087a,1993-05-29 00:00:00,20.0,Net 60,PS1372,Computer Phobic AND Non-Phobic Individuals: Behavior Variations,psychology,877.0,21.59,7000.0,10.0,375.0,A must for the specialist this book examines the difference between those who hate and fear computers and those who don't.,1991-10-21 00:00:00,40001.0,50000.0,18.0,724-80-9391,2.0,25.0,MacFeather,Stearns,415 354-7128,44 Upland Hts.,Oakland,CA,94612.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,P2121,1992-06-15 00:00:00,40.0,Net 30,TC3218,Onions Leeks and Garlic: Cooking Secrets of the Mediterranean,trad_cook,877.0,20.95,7000.0,10.0,375.0,Profusely illustrated in color this makes a wonderful gift book for a cuisine-oriented friend.,1991-10-21 00:00:00,0.0,2000.0,10.0,807-91-6654,1.0,100.0,Panteley,Sylvia,301 946-8853,1956 Arlington Pl.,Rockville,MD,20853.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,P2121,1992-06-15 00:00:00,40.0,Net 30,TC3218,Onions Leeks and Garlic: Cooking Secrets of the Mediterranean,trad_cook,877.0,20.95,7000.0,10.0,375.0,Profusely illustrated in color this makes a wonderful gift book for a cuisine-oriented friend.,1991-10-21 00:00:00,2001.0,4000.0,12.0,807-91-6654,1.0,100.0,Panteley,Sylvia,301 946-8853,1956 Arlington Pl.,Rockville,MD,20853.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,P2121,1992-06-15 00:00:00,40.0,Net 30,TC3218,Onions Leeks and Garlic: Cooking Secrets of the Mediterranean,trad_cook,877.0,20.95,7000.0,10.0,375.0,Profusely illustrated in color this makes a wonderful gift book for a cuisine-oriented friend.,1991-10-21 00:00:00,4001.0,6000.0,14.0,807-91-6654,1.0,100.0,Panteley,Sylvia,301 946-8853,1956 Arlington Pl.,Rockville,MD,20853.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,P2121,1992-06-15 00:00:00,40.0,Net 30,TC3218,Onions Leeks and Garlic: Cooking Secrets of the Mediterranean,trad_cook,877.0,20.95,7000.0,10.0,375.0,Profusely illustrated in color this makes a wonderful gift book for a cuisine-oriented friend.,1991-10-21 00:00:00,6001.0,8000.0,16.0,807-91-6654,1.0,100.0,Panteley,Sylvia,301 946-8853,1956 Arlington Pl.,Rockville,MD,20853.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,P2121,1992-06-15 00:00:00,40.0,Net 30,TC3218,Onions Leeks and Garlic: Cooking Secrets of the Mediterranean,trad_cook,877.0,20.95,7000.0,10.0,375.0,Profusely illustrated in color this makes a wonderful gift book for a cuisine-oriented friend.,1991-10-21 00:00:00,8001.0,10000.0,18.0,807-91-6654,1.0,100.0,Panteley,Sylvia,301 946-8853,1956 Arlington Pl.,Rockville,MD,20853.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,P2121,1992-06-15 00:00:00,40.0,Net 30,TC3218,Onions Leeks and Garlic: Cooking Secrets of the Mediterranean,trad_cook,877.0,20.95,7000.0,10.0,375.0,Profusely illustrated in color this makes a wonderful gift book for a cuisine-oriented friend.,1991-10-21 00:00:00,10001.0,12000.0,20.0,807-91-6654,1.0,100.0,Panteley,Sylvia,301 946-8853,1956 Arlington Pl.,Rockville,MD,20853.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,P2121,1992-06-15 00:00:00,40.0,Net 30,TC3218,Onions Leeks and Garlic: Cooking Secrets of the Mediterranean,trad_cook,877.0,20.95,7000.0,10.0,375.0,Profusely illustrated in color this makes a wonderful gift book for a cuisine-oriented friend.,1991-10-21 00:00:00,12001.0,14000.0,22.0,807-91-6654,1.0,100.0,Panteley,Sylvia,301 946-8853,1956 Arlington Pl.,Rockville,MD,20853.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,P2121,1992-06-15 00:00:00,40.0,Net 30,TC3218,Onions Leeks and Garlic: Cooking Secrets of the Mediterranean,trad_cook,877.0,20.95,7000.0,10.0,375.0,Profusely illustrated in color this makes a wonderful gift book for a cuisine-oriented friend.,1991-10-21 00:00:00,14001.0,50000.0,24.0,807-91-6654,1.0,100.0,Panteley,Sylvia,301 946-8853,1956 Arlington Pl.,Rockville,MD,20853.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,P2121,1992-06-15 00:00:00,20.0,Net 30,TC4203,Fifty Years in Buckingham Palace Kitchens,trad_cook,877.0,11.95,4000.0,14.0,15096.0,More anecdotes from the Queen's favorite cook describing life among English royalty. Recipes techniques tender vignettes.,1991-06-12 00:00:00,0.0,2000.0,10.0,648-92-1872,1.0,100.0,Blotchet-Halls,Reginald,503 745-6402,55 Hillsdale Bl.,Corvallis,OR,97330.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,P2121,1992-06-15 00:00:00,20.0,Net 30,TC4203,Fifty Years in Buckingham Palace Kitchens,trad_cook,877.0,11.95,4000.0,14.0,15096.0,More anecdotes from the Queen's favorite cook describing life among English royalty. Recipes techniques tender vignettes.,1991-06-12 00:00:00,2001.0,8000.0,12.0,648-92-1872,1.0,100.0,Blotchet-Halls,Reginald,503 745-6402,55 Hillsdale Bl.,Corvallis,OR,97330.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,P2121,1992-06-15 00:00:00,20.0,Net 30,TC4203,Fifty Years in Buckingham Palace Kitchens,trad_cook,877.0,11.95,4000.0,14.0,15096.0,More anecdotes from the Queen's favorite cook describing life among English royalty. Recipes techniques tender vignettes.,1991-06-12 00:00:00,8001.0,16000.0,14.0,648-92-1872,1.0,100.0,Blotchet-Halls,Reginald,503 745-6402,55 Hillsdale Bl.,Corvallis,OR,97330.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,P2121,1992-06-15 00:00:00,20.0,Net 30,TC4203,Fifty Years in Buckingham Palace Kitchens,trad_cook,877.0,11.95,4000.0,14.0,15096.0,More anecdotes from the Queen's favorite cook describing life among English royalty. Recipes techniques tender vignettes.,1991-06-12 00:00:00,16001.0,24000.0,16.0,648-92-1872,1.0,100.0,Blotchet-Halls,Reginald,503 745-6402,55 Hillsdale Bl.,Corvallis,OR,97330.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,P2121,1992-06-15 00:00:00,20.0,Net 30,TC4203,Fifty Years in Buckingham Palace Kitchens,trad_cook,877.0,11.95,4000.0,14.0,15096.0,More anecdotes from the Queen's favorite cook describing life among English royalty. Recipes techniques tender vignettes.,1991-06-12 00:00:00,24001.0,32000.0,18.0,648-92-1872,1.0,100.0,Blotchet-Halls,Reginald,503 745-6402,55 Hillsdale Bl.,Corvallis,OR,97330.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,P2121,1992-06-15 00:00:00,20.0,Net 30,TC4203,Fifty Years in Buckingham Palace Kitchens,trad_cook,877.0,11.95,4000.0,14.0,15096.0,More anecdotes from the Queen's favorite cook describing life among English royalty. Recipes techniques tender vignettes.,1991-06-12 00:00:00,32001.0,40000.0,20.0,648-92-1872,1.0,100.0,Blotchet-Halls,Reginald,503 745-6402,55 Hillsdale Bl.,Corvallis,OR,97330.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,P2121,1992-06-15 00:00:00,20.0,Net 30,TC4203,Fifty Years in Buckingham Palace Kitchens,trad_cook,877.0,11.95,4000.0,14.0,15096.0,More anecdotes from the Queen's favorite cook describing life among English royalty. Recipes techniques tender vignettes.,1991-06-12 00:00:00,40001.0,50000.0,22.0,648-92-1872,1.0,100.0,Blotchet-Halls,Reginald,503 745-6402,55 Hillsdale Bl.,Corvallis,OR,97330.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,P2121,1992-06-15 00:00:00,20.0,Net 30,TC7777,Sushi Anyone?,trad_cook,877.0,14.99,8000.0,10.0,4095.0,Detailed instructions on how to make authentic Japanese sushi in your spare time.,1991-06-12 00:00:00,0.0,5000.0,10.0,472-27-2349,3.0,30.0,Gringlesby,Burt,707 938-6445,PO Box 792,Covelo,CA,95428.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,P2121,1992-06-15 00:00:00,20.0,Net 30,TC7777,Sushi Anyone?,trad_cook,877.0,14.99,8000.0,10.0,4095.0,Detailed instructions on how to make authentic Japanese sushi in your spare time.,1991-06-12 00:00:00,5001.0,15000.0,12.0,472-27-2349,3.0,30.0,Gringlesby,Burt,707 938-6445,PO Box 792,Covelo,CA,95428.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,P2121,1992-06-15 00:00:00,20.0,Net 30,TC7777,Sushi Anyone?,trad_cook,877.0,14.99,8000.0,10.0,4095.0,Detailed instructions on how to make authentic Japanese sushi in your spare time.,1991-06-12 00:00:00,15001.0,50000.0,14.0,472-27-2349,3.0,30.0,Gringlesby,Burt,707 938-6445,PO Box 792,Covelo,CA,95428.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,P2121,1992-06-15 00:00:00,20.0,Net 30,TC7777,Sushi Anyone?,trad_cook,877.0,14.99,8000.0,10.0,4095.0,Detailed instructions on how to make authentic Japanese sushi in your spare time.,1991-06-12 00:00:00,0.0,5000.0,10.0,672-71-3249,1.0,40.0,Yokomoto,Akiko,415 935-4228,3 Silver Ct.,Walnut Creek,CA,94595.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,P2121,1992-06-15 00:00:00,20.0,Net 30,TC7777,Sushi Anyone?,trad_cook,877.0,14.99,8000.0,10.0,4095.0,Detailed instructions on how to make authentic Japanese sushi in your spare time.,1991-06-12 00:00:00,5001.0,15000.0,12.0,672-71-3249,1.0,40.0,Yokomoto,Akiko,415 935-4228,3 Silver Ct.,Walnut Creek,CA,94595.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,P2121,1992-06-15 00:00:00,20.0,Net 30,TC7777,Sushi Anyone?,trad_cook,877.0,14.99,8000.0,10.0,4095.0,Detailed instructions on how to make authentic Japanese sushi in your spare time.,1991-06-12 00:00:00,15001.0,50000.0,14.0,672-71-3249,1.0,40.0,Yokomoto,Akiko,415 935-4228,3 Silver Ct.,Walnut Creek,CA,94595.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,P3087a,1993-05-29 00:00:00,20.0,Net 60,PS1372,Computer Phobic AND Non-Phobic Individuals: Behavior Variations,psychology,877.0,21.59,7000.0,10.0,375.0,A must for the specialist this book examines the difference between those who hate and fear computers and those who don't.,1991-10-21 00:00:00,0.0,10000.0,10.0,756-30-7391,1.0,75.0,Karsen,Livia,415 534-9219,5720 McAuley St.,Oakland,CA,94609.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,P3087a,1993-05-29 00:00:00,20.0,Net 60,PS1372,Computer Phobic AND Non-Phobic Individuals: Behavior Variations,psychology,877.0,21.59,7000.0,10.0,375.0,A must for the specialist this book examines the difference between those who hate and fear computers and those who don't.,1991-10-21 00:00:00,10001.0,20000.0,12.0,756-30-7391,1.0,75.0,Karsen,Livia,415 534-9219,5720 McAuley St.,Oakland,CA,94609.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,P3087a,1993-05-29 00:00:00,20.0,Net 60,PS1372,Computer Phobic AND Non-Phobic Individuals: Behavior Variations,psychology,877.0,21.59,7000.0,10.0,375.0,A must for the specialist this book examines the difference between those who hate and fear computers and those who don't.,1991-10-21 00:00:00,20001.0,30000.0,14.0,756-30-7391,1.0,75.0,Karsen,Livia,415 534-9219,5720 McAuley St.,Oakland,CA,94609.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,P3087a,1993-05-29 00:00:00,20.0,Net 60,PS1372,Computer Phobic AND Non-Phobic Individuals: Behavior Variations,psychology,877.0,21.59,7000.0,10.0,375.0,A must for the specialist this book examines the difference between those who hate and fear computers and those who don't.,1991-10-21 00:00:00,30001.0,40000.0,16.0,756-30-7391,1.0,75.0,Karsen,Livia,415 534-9219,5720 McAuley St.,Oakland,CA,94609.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,P3087a,1993-05-29 00:00:00,20.0,Net 60,PS1372,Computer Phobic AND Non-Phobic Individuals: Behavior Variations,psychology,877.0,21.59,7000.0,10.0,375.0,A must for the specialist this book examines the difference between those who hate and fear computers and those who don't.,1991-10-21 00:00:00,40001.0,50000.0,18.0,756-30-7391,1.0,75.0,Karsen,Livia,415 534-9219,5720 McAuley St.,Oakland,CA,94609.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7896.0,,,,Fricative Bookshop,89 Madison St.,Fremont,CA,90019.0,TQ456,1993-12-12 00:00:00,10.0,Net 60,MC2222,Silicon Valley Gastronomic Treats,mod_cook,877.0,19.99,0.0,12.0,2032.0,Favorite recipes for quick easy and elegant meals.,1991-06-09 00:00:00,0.0,2000.0,10.0,712-45-1867,1.0,100.0,del Castillo,Innes,615 996-8275,2286 Cram Pl. #86,Ann Arbor,MI,48105.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7896.0,,,,Fricative Bookshop,89 Madison St.,Fremont,CA,90019.0,TQ456,1993-12-12 00:00:00,10.0,Net 60,MC2222,Silicon Valley Gastronomic Treats,mod_cook,877.0,19.99,0.0,12.0,2032.0,Favorite recipes for quick easy and elegant meals.,1991-06-09 00:00:00,2001.0,4000.0,12.0,712-45-1867,1.0,100.0,del Castillo,Innes,615 996-8275,2286 Cram Pl. #86,Ann Arbor,MI,48105.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7896.0,,,,Fricative Bookshop,89 Madison St.,Fremont,CA,90019.0,TQ456,1993-12-12 00:00:00,10.0,Net 60,MC2222,Silicon Valley Gastronomic Treats,mod_cook,877.0,19.99,0.0,12.0,2032.0,Favorite recipes for quick easy and elegant meals.,1991-06-09 00:00:00,4001.0,8000.0,14.0,712-45-1867,1.0,100.0,del Castillo,Innes,615 996-8275,2286 Cram Pl. #86,Ann Arbor,MI,48105.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7896.0,,,,Fricative Bookshop,89 Madison St.,Fremont,CA,90019.0,TQ456,1993-12-12 00:00:00,10.0,Net 60,MC2222,Silicon Valley Gastronomic Treats,mod_cook,877.0,19.99,0.0,12.0,2032.0,Favorite recipes for quick easy and elegant meals.,1991-06-09 00:00:00,8001.0,12000.0,16.0,712-45-1867,1.0,100.0,del Castillo,Innes,615 996-8275,2286 Cram Pl. #86,Ann Arbor,MI,48105.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
,7896.0,,,,Fricative Bookshop,89 Madison St.,Fremont,CA,90019.0,TQ456,1993-12-12 00:00:00,10.0,Net 60,MC2222,Silicon Valley Gastronomic Treats,mod_cook,877.0,19.99,0.0,12.0,2032.0,Favorite recipes for quick easy and elegant meals.,1991-06-09 00:00:00,12001.0,20000.0,18.0,712-45-1867,1.0,100.0,del Castillo,Innes,615 996-8275,2286 Cram Pl. #86,Ann Arbor,MI,48105.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,M-R38834F,Martine,,Rance,9.0,75.0,1992-02-05 00:00:00,Acquisitions Manager,75.0,175.0
